lit;0000010
lit;0000011
memory;0100101
lit;0100101
memory;0100110
lit;0100110
memory;0100111
lit;0100111
memory;0101000
lit;0101000
lit;0000110
lit;0000111
memory;0101100
lit;0101100
memory;0101101
lit;0101101
memory;0101111
lit;0101111
lit;0001010
lit;0001011
memory;0110000
lit;0110000
memory;0110001
lit;0110001
memory;0110011
lit;0110011
lit;0001110
lit;0001111
memory;0110100
lit;0110100
memory;0110101
lit;0110101
memory;0110111
lit;0110111
lit;0010010
lit;0010011
memory;0111000
lit;0111000
memory;0111001
lit;0111001
memory;0111011
lit;0111011
memory;0111100
lit;0111100
memory;0111101
lit;0111101
lit;0011010
lit;0011011
memory;0111111
lit;0111111
memory;1000000
lit;1000000
memory;1000010
lit;1000010
memory;1000011
lit;1000011
memory;1000100
lit;1000100
memory;1000110
lit;1000110
memory;1000111
lit;1000111
memory;1001001
lit;1001001
memory;1001011
lit;1001011
lit;1001110
lit;1001111
memory;1010000
lit;1010000
memory;1010001
lit;1010001
jump;1010011
lit;1010011
jump;1010100
lit;1010100
jump;1010101
lit;1010101
jump;1010110
lit;1010110
jump;1010111
lit;1010111
jump;1011000
lit;1011000
jump;1011001
lit;1011001
jump;1011010
lit;1011010
jump;1011011
lit;1011011
jump;1011100
lit;1011100
